Date,portval,profit
2018-03-29,25761.550723081644,15761.550723081644
2018-04-02,25761.550723081644,15761.550723081644
2018-04-03,25187.257397276368,15187.257397276368
2018-04-04,25026.729185324562,15026.729185324562
2018-04-05,25810.352747717327,15810.352747717327
2018-04-06,25625.81008270887,15625.810082708871
2018-04-09,25394.658911179926,15394.658911179926
2018-04-10,25730.35467568724,15730.354675687238
2018-04-11,25634.41537757356,15634.415377573561
2018-04-12,25809.094899461852,15809.094899461852
2018-04-13,26116.1560939618,16116.1560939618
2018-04-16,25933.92718094138,15933.92718094138
2018-04-17,26247.708929798726,16247.708929798726
2018-04-18,26316.03782052875,16316.037820528749
2018-04-19,26006.033662545222,16006.033662545222
2018-04-20,25982.601059069813,15982.601059069813
2018-04-23,25900.035800953083,15900.035800953083
2018-04-24,25372.811481981098,15372.811481981098
2018-04-25,24953.5023060963,14953.5023060963
2018-04-26,24877.729966683764,14877.729966683764
2018-04-27,24935.059979364916,14935.059979364916
2018-04-30,24935.059979364916,14935.059979364916
2018-05-01,24611.42252692036,14611.42252692036
2018-05-02,24657.54820245565,14657.548202455651
2018-05-03,24265.062415698998,14265.062415698998
2018-05-04,24262.47887189582,14262.478871895819
2018-05-07,24726.53317787945,14726.53317787945
2018-05-08,24592.83154269305,14592.83154269305
2018-05-09,24641.75260326525,14641.75260326525
2018-05-10,24657.119241571778,14657.119241571778
2018-05-11,24884.69462248758,14884.69462248758
2018-05-14,25183.034491141654,15183.034491141654
2018-05-15,25102.9643167507,15102.964316750698
2018-05-16,25053.147056456066,15053.147056456066
2018-05-17,25094.019666138396,15094.019666138396
2018-05-18,25068.99246963005,15068.992469630051
2018-05-21,25162.215363281444,15162.215363281444
2018-05-22,25259.2067753415,15259.2067753415
2018-05-23,24984.297932676644,14984.297932676644
2018-05-24,25110.50766118379,15110.50766118379
2018-05-25,24956.906323334835,14956.906323334835
2018-05-29,24956.906323334835,14956.906323334835
2018-05-30,24905.535451942473,14905.535451942473
2018-05-31,24916.252603243393,14916.252603243393
2018-06-01,24929.899982053463,14929.899982053463
2018-06-04,25123.24195428512,15123.24195428512
2018-06-05,25120.140559849693,15120.140559849693
2018-06-06,25193.587184419746,15193.587184419746
2018-06-07,25396.43038994799,15396.43038994799
2018-06-08,25394.730644424504,15394.730644424504
2018-06-11,25556.697983852242,15556.697983852242
2018-06-12,25523.38017640014,15523.38017640014
2018-06-13,25467.062234447483,15467.062234447483
2018-06-14,25610.75861404401,15610.75861404401
2018-06-15,25326.099034430918,15326.099034430918
2018-06-18,25239.17317243467,15239.173172434668
